ObjCoeff,Dual,y_lp_sum,RC,ylp,yint
3423,-4135.26,0.689731,0,0.694018,1
2282,-2068.67,2.38E-06,471.342,0,0
2883,-993.918,0.176352,0,0.176887,1
2462,-3422.3,0.999955,-71.3912,1,0
6005,-6634.53,0.170718,0,0.17068,0
3003,-19758.8,0.999997,-13888.8,1,1
4924,-6348.77,0.350605,0,0.349481,1
2162,-4340.73,0.999997,-1652.58,1,1
4084,-2868.53,2.38E-06,723.199,0,0
6005,-3059.07,0.620242,0,0.620674,1
3783,-8961.35,0.999997,-5399.56,1,1
5405,-1365.5,2.38E-06,3351.19,0,0
1982,-138.678,0.4357,0,0.434498,0
6005,-1332.94,0.677573,0,0.680492,1
2462,-113.338,2.78E-16,1880.02,0,0
3783,-3835.67,0.106062,0,0.102566,1
3723,-3498.71,1,-3645.55,1,1
2462,-3839.33,1,-3887.2,1,1
4144,-2720.22,2.78E-16,2057.11,0,0
4204,-2457.15,1,-576.893,1,1
5164,-1540.68,0.000136321,861.015,0,0
781,-1642.25,1,-1387.03,1,1
6005,-304.407,0.255404,0,0.255096,0
4444,-3022.35,1,-822.454,1,1
3423,-1448.45,2.78E-16,1093.59,0,0
1802,-3356.2,1,-659.954,1,0
3663,-3693.71,0.0571171,0,0.0571429,1
5164,-13.0966,2.78E-16,4304.03,0,0
6005,-2640.46,1,-442.296,1,1
5585,-2355.65,2.78E-16,1455.63,0,0
1442,-8.29933,2.78E-16,723.12,0,1
2402,-1611.13,0.29097,0,0.291406,0
5225,-256.08,2.78E-16,4331.85,0,0
721,-594.03,0.254336,0,0.252844,1
6005,-27.3006,0.288473,0,0.288741,0
1081,0,2.78E-16,0,0,0
3243,-16.5005,2.78E-16,2824.22,0,0
2943,-2851.74,2.78E-16,229.232,0,0
5405,-868.221,2.78E-16,2626.55,0,0
4324,-6.46895,2.78E-16,3950.03,0,0
4804,-2190.72,2.78E-16,2134.43,0,0
6005,-3517.83,0.783387,0,0.785853,1
1261,-1256.95,0.0145014,24.7291,0,0
5405,-6082.35,0.999959,-10.8218,1,1
5285,-4648.04,3.46E-06,0,0,0
5825,-1486.87,2.78E-16,4319.15,0,0
6005,-399.333,0.306621,0,0.306531,1
3063,-57.3067,2.78E-16,2493.02,0,0
3964,-3660.35,1.61E-08,1165.09,0,0
901,-751.629,0.00256073,0,0,0
1742,-297.578,2.78E-16,837.901,0,0
6005,-1740.46,0.141924,0,0.140597,0
2883,-41.1678,1.56E-07,0,0,0
5765,-5909.14,0.469842,0,0.469642,1
901,-490.746,1,-702.058,1,1
3603,-3128.45,0.300538,0,0.303413,1
6005,-1888.74,0.204572,0,0.203145,0
3423,-1182.41,0.302516,0,0.303062,1
3603,-1323.56,1,-1074.84,1,1
2582,-4275.65,1,-3974.81,1,1
3423,-233.505,0.581214,0,0.580798,1
2282,-1007.02,2.78E-16,555.855,0,0
2883,-316.223,0.00415183,0,0,1
2462,-10.9663,0.876945,0,0.88478,1
6005,-6.00779,0.204464,0,0.203145,0
3003,-11936.7,1,-13788.6,1,1
4924,-1913.07,0.458226,0,0.459194,1
2162,-2837.71,1,-2744.96,1,1
4084,-1361.42,2.78E-16,823.58,0,1
6005,-3768.67,0.682414,0,0.680473,1
3783,-8038.72,1,-5463.27,1,1
5405,-1199.31,2.78E-16,3177.06,0,0
1982,-644.426,0.409275,0,0.409877,1
14338,-1920.46,1.82E-11,10226.7,0,0
13191,-3942.5,1.82E-11,8356.52,0,0
10897,-9929.69,0.436016,0,0.434885,0
11041,-4827.55,0.123858,0,0.124853,0
5162,-2862.52,0.801312,0,0.801104,1
13478,-4094.51,4.61E-09,4875.63,0,0
10324,-2567.73,1.82E-11,2767.67,0,0
14338,-6958.77,4.64E-07,3304.38,0,0
2725,-1508.96,1,-3411.95,1,1
13478,-8945.55,9.44E-08,0,0,0
12474,-7859.94,0.27966,0,0.280802,0
9894,-2942.44,5.44E-06,1240.42,0,0
14338,-796.909,1.82E-11,12691.9,0,0
5019,-4604.11,0.564017,0,0.565115,1
1578,-421.383,0.000584073,1.07273,3.08E-13,0
3155,-822.847,0.801717,0,0.801104,1
12044,-1170.02,4.90E-08,7666.27,0,0
14338,-2504.21,1.82E-11,9475.63,0,0
10037,-12796,0.550056,0,0.544111,1
1434,-666.786,0.324401,0,0.330164,1
5879,-1356.64,0.0750566,0,0.0740426,0
6739,-1199.08,3.12E-07,739.414,0,0
12905,-1392.74,2.03E-11,3417.67,0,0
14195,-9172.1,1.82E-11,2680.6,0,0
10467,-3074.77,0.0504863,0,0.0516823,0
14338,-2041.15,1.82E-11,8182.71,0,0
12905,-10777.9,0.201048,0,0.207981,0
7456,-6113.79,0.79895,0,0.792019,1
3728,-2056.65,0.269937,0,0.268503,1
9320,-10657.9,1.82E-11,852.858,0,0
14338,-4487.05,1.82E-11,11254.2,0,0
9464,-7008.52,1.82E-11,1172.06,0,0
6022,-7669.05,1,-752.85,1,1
4875,-1484.04,1.88E-11,2055.67,0,1
5449,-481.358,1.82E-11,957.74,0,0
10754,-1656.8,1.82E-11,7282.76,0,0
14338,-971.29,1.82E-11,5454.61,0,0
4589,-981.736,1.81E-05,512.009,0,0
5592,-6818.56,1,0,1,1
10324,-4306.23,3.08E-07,1373.27,0,0
3442,-1.12E-05,0.550077,0,0.544111,1
11901,-4755.02,1.82E-11,9492.81,0,0
14338,-3082.94,1.82E-11,6785.44,0,0
8316,-7510.99,0.124414,0,0.124853,1
2295,-4989.32,1,-2819.58,1,1
10611,-10712.8,7.86E-05,0,1.21E-13,0
10180,-8250.66,0.290581,0,0.290686,0
14338,-1359.32,1.82E-11,10231.9,0,0
7313,-3296.38,0.249997,0,0.247907,1
10324,-5210.63,1.82E-11,3541.42,0,0
1864,0,0.750003,0,0.752093,0
6596,-3439.62,3.33E-09,1029.87,0,0
11471,-942.523,1.82E-11,4168.56,0,0
14338,-849.034,1.82E-11,12720,0,0
4158,-4010.03,0.54644,0,0.544111,1
1721,-91.6356,1,-872.912,1,1
4589,-7905.1,1,-4378.55,1,1
4302,-5865.3,0.449799,0,0.455889,0
5162,-474.515,0.105323,0,0.104266,1
8173,-5362.06,1.82E-11,1710.38,0,0
14338,-4607.71,3.64E-11,5809,0,0
13191,-6414.59,3.64E-11,8728.59,0,0
10897,-10461.9,0.369646,0,0.365926,1
11041,-7101.68,0.101532,0,0.101178,0
5162,-3793.83,0.884546,0,0.889206,1
13478,-4754.08,3.64E-11,4545.65,0,0
10324,-2159.75,3.64E-11,3214.2,0,0
14338,-7753.38,3.64E-11,1112.68,0,0
2725,-1853.98,1,-3544.32,1,1
13478,-9257.32,3.02E-06,0,0,0
12474,-23334.2,0.348875,0,0.34908,1
9894,-5522.76,5.94E-07,407.416,0,0
14338,-3.72112,3.64E-11,12778.4,0,0
5019,-7336.95,0.65156,0,0.650739,0
1578,-2503.38,1.37E-05,0,-1.25E-13,0
3155,-293.341,0.905941,0,0.910067,1
12044,-3773.44,3.64E-11,8556.95,0,0
14338,-15362.9,3.64E-11,7812.55,0,0
10037,-10025.5,0.630436,0,0.634074,1
1434,-454.139,0.348875,0,0.34908,0
5879,-1233.25,0.0137691,0,0.00961612,0
6739,-904.371,4.68E-07,0,0,0
12905,-625.56,3.64E-11,8205.24,0,0
14195,-7652.14,4.98E-06,1575.92,0,0
10467,-3128,0.00691396,0,0.00722991,0
14338,-1627.54,3.64E-11,8960.89,0,0
12905,-12173.3,0.33634,0,0.330795,0
7456,-6475.51,0.635884,0,0.640914,1
3728,-2610.96,0.0918183,0,0.094116,1
9320,-7027.64,3.64E-11,2311.36,0,0
14338,-8221.16,3.64E-11,10117.8,0,0
9464,-20426.6,5.54E-09,546.165,0,0
6022,-2737.93,1,0,1,1
4875,-3339.53,3.64E-11,727.593,0,0
5449,-2932.56,3.64E-11,76.7978,0,0
10754,-4329.99,3.64E-11,6421.73,0,0
14338,-1278.69,3.64E-11,6288.9,0,0
4589,-947.034,6.28E-07,908.626,0,0
5592,-10164.2,0.999984,0,1,1
10324,-2873.01,0.000134472,0,0,0
3442,-4991.74,0.630432,0,0.634074,1
11901,-5350.44,3.64E-11,6955.96,0,0
14338,-4570.91,3.64E-11,7057.26,0,0
8316,-16514.7,0.101581,0,0.101178,1
2295,-3036.01,1,-2135.32,1,1
10611,-13470.3,2.13E-06,215.58,0,0
10180,-9560.65,0.349011,0,0.34908,0
14338,-2092.23,3.64E-11,9943.72,0,0
7313,-3789.59,0.0918334,0,0.094116,0
10324,-10750.2,3.64E-11,3051.05,0,0
1864,0,0.908166,0,0.905884,1
6596,-4310.87,2.69E-07,415.166,0,0
11471,-829.769,3.64E-11,4022.68,0,0
14338,-4570.32,3.64E-11,12536.7,0,0
4158,-5941.87,0.630352,0,0.634074,0
1721,-4068.41,1,-108.543,1,1
4589,-19517.1,1,-5028.26,1,1
4302,-7439.04,0.369559,0,0.365926,1
5162,-6096.11,0.101563,0,0.101178,1
8173,-17335,3.57E-06,0,0,0
14338,-4995.47,4.44E-15,9126.83,0,0
13191,-4066.2,4.44E-15,7869.74,0,0
10897,-9908.65,0.438689,0,0.439314,1
11041,-8258.69,0.186458,0,0.185724,0
5162,-4253.6,0.792461,0,0.792329,0
13478,-7036.06,4.44E-15,4757.01,0,0
10324,-7433.42,1.34E-07,365.919,0,0
14338,-11807.2,1.07E-12,3154.28,0,0
2725,-5096.95,1,-3211.11,1,0
13478,-8855.93,9.03E-07,0,0,0
12474,-14077.9,0.305631,0,0.305768,0
9894,-8622.06,3.56E-07,1281.28,0,1
14338,-203.528,4.44E-15,13050.5,0,0
5019,-3731.53,0.62539,0,0.625038,0
1578,-1225.85,0.00012227,60.1069,0,0
3155,-2202.1,0.823166,0,0.822608,1
12044,-2243.24,4.44E-15,8611.48,0,0
14338,-3921.48,2.80E-13,9391.54,0,0
10037,-13025.7,0.625209,0,0.625038,1
1434,-1262.7,0.317006,0,0.315987,0
5879,-4799.03,0.0474314,0,0.0484581,0
6739,-4397.43,1.74E-05,0,0,0
12905,-7617.37,4.44E-15,2942.37,0,0
14195,-10839,4.44E-15,2696.36,0,0
10467,-7989.93,0.0103365,0,0.0105174,0
14338,-6817.02,1.24E-12,6629.05,0,0
12905,-12398.5,0.305417,0,0.305768,0
7456,-6997.44,0.694574,0,0.694232,1
3728,-2694.14,0.196701,0,0.196126,1
9320,-8116.08,4.44E-15,1153.19,0,0
14338,-4498.21,1.34E-11,11342,0,0
9464,-11473.1,1.76E-06,785.956,0,0
6022,-4683.59,0.999998,-1961.14,1,1
4875,-4512.55,4.44E-15,1196.57,0,0
5449,-3434.19,5.29E-12,434.499,0,0
10754,-6770.84,4.44E-15,1755.15,0,0
14338,-3365.34,2.42E-12,8616.56,0,0
4589,-2896.32,3.01E-08,701.731,0,0
5592,-6466.64,0.999998,-1958.95,1,1
10324,-6875.28,2.57E-06,0,0,0
3442,-0.114042,0.625209,0,0.625038,1
11901,-2884.09,4.44E-15,6553.28,0,0
14338,-9570.66,5.18E-08,5418.95,0,0
8316,-11207.9,0.186474,0,0.185724,1
2295,-4705.81,1,-1684.52,1,1
10611,-12396.2,8.57E-09,0,0,0
10180,-13010.5,0.438682,0,0.439314,0
14338,-3445.6,4.44E-15,9443.83,0,0
7313,-5794.4,0.110824,0,0.112191,0
10324,-7388.11,4.44E-15,2240.27,0,0
1864,0,0.889176,0,0.887809,1
6596,-6633.21,4.44E-15,66.5706,0,0
11471,-1160.22,4.44E-15,4342.49,0,0
14338,-2899.62,4.44E-15,11959.6,0,0
4158,-4388.4,0.576767,0,0.57658,1
1721,-6700.56,1,-3498.81,1,1
4589,-10836,1,-5515.52,1,1
4302,-4862.79,0.37481,0,0.374962,0
5162,-3271.39,0.0484458,0,0.0484581,1
8173,-11631.2,1.22E-06,160.163,0,0
7169,-12653.9,2.33E-09,1063.06,0,0
6596,-3244.07,2.33E-09,3833.55,0,0
5449,-12066.4,0.999995,-570.996,1,1
5521,-6010.68,0.496932,0,0.509395,1
2581,-2304.77,0.949783,0,0.948569,1
6739,-4273.97,0.0501986,0,0.0514308,0
5162,-3200.96,0.000165259,0,0,0
7169,-5360.16,3.97E-08,0,0,0
1363,-4081.94,1,-3518.29,1,1
6739,-4916.55,0.000114018,0,0,0
6237,-2863.13,0.338456,0,0.338338,0
4947,-2914.32,0.239365,0,0.239553,1
7169,-746.169,6.53E-09,5358.72,0,0
2510,-3349.31,1,-179.238,1,1
789,-263.699,0.270838,0,0.270476,1
1578,-1231.56,1,-1677.09,1,1
6022,-5257.59,2.74E-05,0,0,0
7169,-988.689,4.84E-09,5050.15,0,0
5019,-3577.73,0.999813,0,1,1
717,-359.616,0.337449,0,0.33765,1
2940,-80.4927,2.33E-09,0,0,0
3370,-1985.55,3.53E-06,412.307,0,0
6453,-0.406811,0.241069,0,0.24258,0
7098,-4787.92,2.33E-09,1160.44,0,0
5234,-3343.65,3.99E-05,168.332,0,0
7169,-4560.75,3.98E-09,0,0,0
6453,-9552.02,0.197168,0,0.198483,0
3728,-10734.4,1,-1568.78,1,1
1864,-3388.94,1,-1523.44,1,1
4660,-4712.4,2.33E-09,1086.83,0,0
7169,-1264.46,2.33E-09,5887.35,0,0
4732,-1817.03,0.269237,0,0.262935,0
3011,-5461.46,1,-1444.8,1,1
2438,-1938.9,1.24E-08,1120.52,0,0
2725,-2908.24,0.0198904,0,0.0189336,0
5377,-3606.14,2.33E-09,511.195,0,1
7169,-3270.76,6.63E-09,2554.16,0,0
2295,-825.246,2.82E-09,0,0,0
2796,-7311.42,1,-2378.57,1,1
5162,-5795.4,0.308718,0,0.306781,0
1721,-3052.27,0.999817,-162.661,1,0
5951,-10435.9,2.33E-09,1430.31,0,0
7169,-6228.15,0.0203509,0,0.0189336,0
4158,-6421.45,0.708884,0,0.714872,1
1148,-7395.67,1,-2637.28,1,1
5306,-8957.91,0.127594,0,0.126086,0
5090,-9744.13,0.661338,0,0.661662,1
7169,-1324.23,2.33E-09,0,0,0
3657,-2794.98,0.2076,0,0.192874,0
5162,-3401.44,2.33E-09,891.418,0,0
932,-1.49504,0.7924,0,0.807126,1
3298,-1783.59,2.33E-09,0,0,0
5736,-2962.56,2.33E-09,0,0,0
7169,-927.288,2.33E-09,5992.45,0,0
2079,-1780.02,0.999831,0,1,1
861,-3733,1,-4609.46,1,1
2295,-6279.05,1,-3583.09,1,1
2151,-3021.32,7.86E-05,0,0,0
2581,-1894.42,0.268401,0,0.265721,1
4087,-6714.47,0.216926,0,0.220669,0
7169,-4104.51,1.43E-05,366.48,0,0
6596,-4110.04,2.17E-18,3529.32,0,0
5449,-5353.19,1,-404.624,1,1
5521,-4816.91,0.535778,0,0.534443,1
2581,-1698.16,0.745347,0,0.746367,1
6739,-8247.66,0.254653,0,0.253633,0
5162,-10016.4,0.000136749,0,1.99E-13,0
7169,-4223.13,6.39E-10,87.1319,0,0
1363,-3485.4,1,-3715.48,1,1
6739,-3900.35,3.51E-08,0,0,0
6237,-6982.21,0.464199,0,0.465557,1
4947,-1434.52,0.0949743,0,0.0935987,0
7169,-5579.88,2.17E-18,343.97,0,0
2510,-6128.06,1,-935.349,1,1
789,-4964.25,0.103359,0,0.102902,0
1578,-5716.17,1,-1633.21,1,1
6022,-8402.26,0.0299908,0,0.0308112,0
7169,-4488.01,2.17E-18,5148.2,0,0
5019,-8411.25,0.99999,0,1,1
717,-344.797,0.36789,0,0.368668,0
2940,-57.7796,2.17E-18,2609.19,0,0
3370,-1202.47,2.17E-18,1362.92,0,0
6453,-16881,0.104984,0,0.104904,0
7098,-5072.75,1.12E-11,2935.18,0,0
5234,-3998.85,2.17E-18,579.959,0,0
7169,-947.249,0.066983,0,0.0674323,0
6453,-6681.45,0.420966,0,0.421543,1
3728,-5806.91,1,-2023.98,1,1
1864,-4796.4,1,-1267.33,1,1
4660,-4683.99,2.17E-18,890.877,0,0
7169,-3323.08,1.61E-16,5616.22,0,0
4732,-8744.57,0.324328,0,0.323291,0
3011,-4476.22,1,-415.87,1,1
2438,-4281.5,2.80E-07,0,0,0
2725,-2947.27,0.0508202,0,0.0508582,0
5377,-9389.34,1.24E-14,159.453,0,1
7169,-2271.29,2.17E-18,3425.62,0,0
2295,-850.415,2.17E-18,1340.89,0,1
2796,-2693.16,1,-1999.46,1,1
5162,-2910.06,0.320762,0,0.318824,0
1721,-3367.66,0.999989,-59.1769,1,0
5951,-1739.72,7.00E-15,1976.68,0,0
7169,-20835.5,0.0506905,0,0.0508582,0
4158,-5691.94,0.57243,0,0.576898,1
1148,-7430.61,1,-4498.11,1,1
5306,-6572.09,0.377576,0,0.373469,1
5090,-7824.79,0.535808,0,0.534443,0
7169,-653.937,5.11E-09,1017.87,0,0
3657,-1705.94,0.397006,0,0.398125,1
5162,-4927.07,2.17E-10,450.031,0,0
932,-268.09,0.602994,0,0.601875,1
3298,-3498.74,8.87E-09,478.746,0,0
5736,-1249.59,2.17E-18,1818.34,0,0
7169,-2270.64,2.17E-18,6577.81,0,0
2079,-241.456,1,-6.38575,1,1
861,-12309.7,1,-5423.79,1,1
2295,-8627.06,1,-4011.25,1,1
2151,-4671.08,8.88E-06,0,0,0
2581,-3290.09,0.110995,0,0.110173,0
4087,-7551.27,0.29759,0,0.298371,1
7169,-2285.95,0.0465606,0,0.047209,0
6596,-2544.93,1.19E-06,2389.09,0,0
5449,-4361.92,0.999999,-334.96,1,1
5521,-4842.27,0.545697,0,0.544516,1
2581,-4075.13,0.718183,0,0.719342,1
6739,-5171.89,0.281875,0,0.280658,1
5162,-411.811,0.125864,0,0.127616,0
7169,-2590.42,0.0558579,0,0.0555534,0
1363,-1895.59,0.901968,0,0.900338,1
6739,-3581.12,0.0778322,0,0.0791312,0
6237,-2873.64,0.545615,0,0.544516,1
4947,-505.358,0.320697,0,0.320799,0
7169,-981.268,1.96E-06,0,0,0
2510,-2248.33,0.999999,-1324,1,1
789,-607.375,0.121025,0,0.121075,1
1578,-642.141,0.999999,-1794.12,1,1
6022,-2184.87,1.41E-06,0,0,0
7169,-2600.16,1.19E-06,0,0,0
5019,-2907.18,0.823051,0,0.822501,1
717,-43.1827,0.624014,0,0.624176,0
2940,-90.5936,1.19E-06,0,0,0
3370,-1454.52,1.19E-06,704.283,0,0
6453,-865.911,1.19E-06,0,0,0
7098,-4299.01,1.19E-06,2393.75,0,0
5234,-2707.17,1.19E-06,997.254,0,0
7169,-1505.68,0.0615548,0,0.0628046,0
6453,-2545.15,0.545162,0,0.544516,1
3728,-2742.74,0.999999,-1405.47,1,1
1864,-0.440443,0.873414,0,0.871727,1
4660,-200.407,0.393284,0,0.392679,0
7169,-111.413,1.19E-06,404.162,0,0
4732,-4894.21,0.108613,0,0.111128,0
3011,-6489.71,0.999999,-7144.3,1,1
2438,-1131.39,1.25E-06,0,0,0
2725,-532.759,0.133238,0,0.135067,0
5377,-2336.74,0.873414,0,0.871727,1
7169,-2793.92,1.19E-06,1517.93,0,0
2295,-620.501,0.000178852,0,0,0
2796,-5984.9,0.999999,-2758.15,1,1
5162,-4081.83,0.376631,0,0.382302,0
1721,-2599.82,0.823041,0,0.822501,1
5951,-4668.36,1.19E-06,0,0,0
7169,-1529.43,0.000723697,0,0.000656974,0
4158,-3590.22,0.661091,0,0.657874,1
1148,-5689.73,0.999999,-4182.29,1,1
5306,-4484.79,0.170188,0,0.168234,0
5090,-4902.98,0.606855,0,0.608016,1
7169,-1005.97,0.00148963,0,0.00135347,0
3657,-3248.34,0.171546,0,0.170811,0
5162,-282.002,2.25E-05,0,0,0
932,-653.399,0.764438,0,0.76527,1
3298,-861.746,0.0635736,0,0.0639192,0
5736,-2916.98,1.19E-06,305.232,0,0
7169,-234.462,1.19E-06,5793.58,0,0
2079,-2050.81,0.922267,0,0.920869,1
861,-1713.6,0.999999,-345.586,1,1
2295,-4946.15,0.999999,-1549.99,1,1
2151,-1410.73,0.176923,0,0.177499,0
2581,-2229.98,0.321066,0,0.320416,0
4087,-3830.95,0.265852,0,0.264696,1
6005,0,0.00244141,0,0,0
2462,0,0.00244141,0,0,0
3783,0,0.00244141,0,0,0
3723,-2915.11,0.00244141,0,0,0
2462,-4584.41,0.99707,-1539.9,1,1
4144,0,0.00244141,0,0,0
4204,0,0.00244141,0,0,0
5164,0,0.00244141,0,0,0
781,0,0.00244141,0,0,0
6005,0,0.00244141,0,0,0
4444,-4207.78,0.00463867,0,0,0
3423,0,0.00244141,0,0,0
1802,0,0.994873,0,1,1
3663,-602.391,0.971191,0,1,1
5164,0,0.00244141,0,0,0
6005,-1205.12,0.00244141,4967.43,0,0
5585,-1748.38,0.00244141,4042.82,0,0
1442,-1696.1,0.988108,0,1,1
2402,-2538.97,0.0070741,0,0,0
5225,-407.753,0.00244141,3620.41,0,0
721,-1.04E-44,0.00806253,0,0,0
6005,0,0.00244141,0,0,0
1081,0,0.00463867,0,0,0
3243,0,0.00244141,0,0,0
2943,-2.48E-43,0.0113195,0,0,0
5405,-3567.41,0.00244141,1168.65,0,0
4324,-7.78E-34,0.00244141,3838,0,0
4804,-1136.3,0.00244141,1021.04,0,0
6005,-1719.96,0.00244141,2732,0,0
1261,-1799.35,0.980153,0,1,1
5405,-1785.66,0.0193584,0,0,0
5285,-822.532,0.00244141,3286.63,0,0
5825,-2614.92,0.00244141,1672.09,0,0
6005,-611.233,0.00244141,3760.9,0,0
3063,0,0.00244141,0,0,0
3964,0,0.00252516,0,0,0
901,0,0.0113195,0,0,0
1742,-564.215,0.00756627,0,0,0
6005,0,0.00244141,0,0,0
2883,-312.439,0.00244141,164.883,0,0
5765,-2475.51,0.00244141,373.08,0,0
901,0,0.99707,0,1,1
3603,-148.53,0.00244141,1129.61,0,0
6005,0,0.00244141,0,0,0
3423,-1880.2,0.00244141,0,0,0
3603,-398.298,0.00244141,2027.59,0,0
2582,-2748.75,0.99707,0,1,1
3423,-1349.51,0.00244141,0,0,0
2282,0,0.00244141,0,0,0
2883,0,0.00244141,0,0,0
2462,0,0.00244141,0,0,0
6005,0,0.00244141,0,0,0
3003,-1989.59,0.99707,0,1,1
4924,-194.433,0.00244141,4124.66,0,0
2162,-434.507,0.992438,0,1,1
4084,0,0.00244141,0,0,0
6005,0,0.00244141,0,0,0
3783,-4377.85,0.99707,0,1,1
5405,0,0.00244141,0,0,0
1982,-2680.02,0.984863,0,1,1
6005,-41.9506,4.77E-06,0,0,0
2462,0,4.77E-06,0,0,0
3783,-291.177,4.77E-06,0,0,0
3723,-2581.64,0.000437223,0,0,0
2462,-3942.7,0.999994,-2327.58,1,1
4144,-639.627,4.77E-06,2565.2,0,0
4204,-652.142,4.77E-06,2880.28,0,0
5164,-188.501,4.77E-06,3925.73,0,0
781,0,0.00580137,0,-2.04E-13,0
6005,-21.9446,4.77E-06,5732.43,0,0
4444,-2280.17,0.122343,0,0.0637082,1
3423,-1187.87,4.77E-06,2594.22,0,0
1802,-5092.27,0.999966,-34.8269,1,1
3663,-574.717,0.875911,0,0.936292,0
5164,-1.01E-11,4.77E-06,4876.72,0,0
6005,-1288.84,4.77E-06,2345.48,0,0
5585,-6893.58,4.77E-06,1494.51,0,0
1442,-1535.74,0.994343,0,1,0
2402,-1999.61,0.00501864,0,0,1
5225,-935.868,4.77E-06,4065.13,0,0
721,-1.12E-12,0.0558479,0,0.0637082,0
6005,0,4.77E-06,0,0,0
1081,-19.113,2.02E-05,0,0,0
3243,-0.0943678,4.77E-06,0,0,0
2943,-4.66E-53,0.123989,0,0.0637082,1
5405,-6388.56,4.77E-06,792.832,0,0
4324,-2199.64,4.77E-06,3817.95,0,0
4804,-3141.28,4.77E-06,1805,0,0
6005,-1993.32,4.77E-06,4097.58,0,0
1261,-1407.54,0.999907,0,1,1
5405,-1726.43,9.17E-05,0,0,0
5285,-1156.7,4.77E-06,3606.4,0,0
5825,-2951.27,4.77E-06,2683.98,0,0
6005,-376.055,4.77E-06,4319.37,0,0
3063,0,4.77E-06,0,0,0
3964,-16.3484,1.72E-05,0,0,0
901,-12.7629,0.00359613,0,0,0
1742,-2283.52,0.00384252,0,0,1
6005,-102.355,4.77E-06,2519.76,0,0
2883,-3.61E-11,4.77E-06,2080.29,0,0
5765,-7353.11,3.44E-05,477.158,0,0
901,0,0.999965,0,1,1
3603,-4616.69,4.77E-06,960.449,0,0
6005,-2.53E-62,4.77E-06,6005,0,0
3423,-4723.9,0.0038887,0,0,0
3603,-3521.84,4.77E-06,1470.63,0,0
2582,-6366.49,0.997421,0,1,1
3423,-4600.94,4.77E-06,0,0,0
2282,0,0.877635,0,0.936292,0
2883,-2660.92,4.77E-06,1950.77,0,0
2462,-1613.47,4.77E-06,2018.15,0,0
6005,0,4.77E-06,0,0,0
3003,-1742.14,0.999994,0,1,1
4924,-2261.72,4.77E-06,3055.8,0,0
2162,-3704.24,0.994657,0,1,1
4084,-2112.35,4.77E-06,2327.24,0,0
6005,-2.38E-14,4.77E-06,6003.69,0,0
3783,-3115.28,0.00540286,0,-2.55E-13,1
5405,-10.6591,4.77E-06,2735.22,0,0
1982,-1824.67,0.99462,0,1,0
6005,0,0.00244141,0,0,0
2462,0,0.00244141,0,0,0
3783,0,0.00244141,0,0,0
3723,-2737.93,0.00244141,0,0,0
2462,-3145.94,0.99707,-1591.5,1,1
4144,0,0.00244141,0,0,0
4204,0,0.00244141,0,0,0
5164,0,0.00244141,0,0,0
781,0,0.00244141,0,0,0
6005,0,0.00244141,0,0,0
4444,-4403.5,0.00557148,0,0,0
3423,0,0.00244141,0,0,0
1802,0,0.994877,0,1,1
3663,-684.285,0.971191,0,1,1
5164,0,0.00244141,0,0,0
6005,-1112.1,0.00244141,5089.09,0,0
5585,-2908.97,0.00244141,3325.82,0,0
1442,-1723.75,0.988973,0,1,1
2402,-2956.96,0.00590474,0,0,0
5225,-57.1202,0.00244141,4212.24,0,0
721,-3.56E-44,0.00816487,0,0,0
6005,0,0.00244141,0,0,0
1081,0,0.00463491,0,0,0
3243,0,0.00244141,0,0,0
2943,-3.40E-43,0.0105385,0,0,0
5405,-2842.53,0.00244141,851.3,0,0
4324,-9.06E-34,0.00244141,3906.25,0,0
4804,-1583.08,0.00244141,2906.5,0,0
6005,-2129.03,0.00244141,4840.66,0,0
1261,-2227.3,0.979696,0,1,1
5405,-2028.42,0.0198158,0,0,0
5285,-1079.38,0.00244141,4153.1,0,0
5825,-3199.58,0.00244141,2977.53,0,0
6005,-54.7585,0.00244141,3661.56,0,0
3063,0,0.00244141,0,0,0
3964,0,0.00284877,0,0,0
901,0,0.0103771,0,0,0
1742,-1.40E-33,0.00841369,0,0,0
6005,0,0.00244141,0,0,0
2883,0,0.00244141,0,0,0
5765,-3404.06,0.00244141,336.28,0,0
901,0,0.99707,0,1,1
3603,-204.244,0.00244141,1006.13,0,0
6005,0,0.00244141,0,0,0
3423,-955.233,0.00244141,0,0,0
3603,0,0.00244141,0,0,0
2582,-2353.75,0.99707,0,1,1
3423,-1670.47,0.00244141,2056.36,0,0
2282,0,0.00244141,0,0,0
2883,0,0.00244141,0,0,0
2462,0,0.00244141,0,0,0
6005,0,0.00244141,0,0,0
3003,-1799.81,0.99707,0,1,1
4924,-243.573,0.00244141,3963.34,0,0
2162,-32.6094,0.993607,0,1,1
4084,0,0.00244141,0,0,0
6005,0,0.00244141,0,0,0
3783,-5357.76,0.99707,-174.411,1,1
5405,0,0.00244141,0,0,0
1982,-2464.13,0.984863,0,1,1
3003,-499.875,9.54E-06,1910.25,0,0
1231,-232.642,9.67E-05,474.689,0,0
1892,-120.262,0.00024465,0,0,0
1862,-111.174,0.130026,0,0.129472,0
1231,-4477.78,0.999989,-2271.68,1,1
2072,-280.442,9.54E-06,1034.87,0,0
2102,-505.628,0.000417255,0,0.00010036,0
2582,-150.72,9.54E-06,1266.97,0,0
391,-0.0302224,0.869617,0,0.870427,1
